sequence,action,bucket,name,country,priority,sources,reason
1,create,create_us_anchor,Boeing,US,32,sof_raw;ausa_2025;mdm_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, mdm_2025, afa_2025"
2,create,create_us_anchor,Amazon Web Services,US,22,ausa_2025;mdm_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025, afa_2025"
3,create,create_us_anchor,"B.E. Meyers & Co., Inc.",US,22,sof_raw;ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, mdm_2025"
4,create,create_us_anchor,Bastille,US,22,sof_raw;ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, mdm_2025"
5,create,create_us_anchor,BlueHalo,US,22,sof_raw;ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, mdm_2025"
6,create,create_us_anchor,BlueSky Innovations,US,22,sof_raw;ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, mdm_2025"
7,create,create_us_anchor,L3Harris Technologies,US,22,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
8,create,create_us_anchor,Babel Street,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
9,create,create_us_anchor,Esri,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
10,create,create_us_anchor,"Glenair, Inc.",US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
11,create,create_us_anchor,Leidos,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
12,create,create_us_anchor,MBDA Inc.,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
13,create,create_us_anchor,Panasonic Connect,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
14,create,create_us_anchor,Red Hat,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
15,create,create_us_anchor,Rolls-Royce,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
16,create,create_us_anchor,RTX,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
17,create,create_us_anchor,Shield AI,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
18,create,create_us_anchor,Shift5,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
19,create,create_us_anchor,TurbineOne,US,21,sof_raw;ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025, afa_2025"
20,create,create_us_anchor,"ADS, Inc.",US,19,ausa_2025;mdm_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025, afa_2025"
21,create,create_us_anchor,General Dynamics Mission Systems,US,16,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
22,create,create_us_anchor,Nammo Defense Systems Inc.,US,16,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
23,create,create_us_anchor,Anduril,US,15,ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025"
24,create,create_us_anchor,Auterion Government Solutions,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
25,create,create_us_anchor,Edge Autonomy,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
26,create,create_us_anchor,IEC Infrared Systems / Precision Remotes,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
27,create,create_us_anchor,"Intellisense Systems, Inc.",US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
28,create,create_us_anchor,LMT Defense,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
29,create,create_us_anchor,Pendulum Intelligence,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
30,create,create_us_anchor,Quantum Systems,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
31,create,create_us_anchor,SimCentric Technologies,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
32,create,create_us_anchor,Skyborne Technologies,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
33,create,create_us_anchor,TeamWorks Tactical,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
34,create,create_us_anchor,Trakka Systems,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
35,create,create_us_anchor,TRX Systems,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
36,create,create_us_anchor,TYR Tactical,US,15,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
37,create,create_us_anchor,Axon,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
38,create,create_us_anchor,Axonius,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
39,create,create_us_anchor,EarlyBirds,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
40,create,create_us_anchor,Fivecast,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
41,create,create_us_anchor,Flashpoint,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
42,create,create_us_anchor,"Glock, Inc.",US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
43,create,create_us_anchor,"Golight, Inc.",US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
44,create,create_us_anchor,GORE-TEX Professional,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
45,create,create_us_anchor,Hexagon US Federal,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
46,create,create_us_anchor,Ivanti,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
47,create,create_us_anchor,J3Seven,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
48,create,create_us_anchor,Janes,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
49,create,create_us_anchor,"Laser Shot, Inc.",US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
50,create,create_us_anchor,Marathon Targets,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
51,create,create_us_anchor,Maris-Tech,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
52,create,create_us_anchor,Mistral Group,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
53,create,create_us_anchor,Noble,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
54,create,create_us_anchor,"NovAtel, Inc.",US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
55,create,create_us_anchor,OnTime Networks,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
56,create,create_us_anchor,Operator XR,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
57,create,create_us_anchor,Phantom Products Inc.,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
58,create,create_us_anchor,Raider Targetry,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
59,create,create_us_anchor,Reveal Technology,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
60,create,create_us_anchor,"SCI Technology, Inc.",US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
61,create,create_us_anchor,ServiceNow,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
62,create,create_us_anchor,Skydio,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
63,create,create_us_anchor,SourceAmerica,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
64,create,create_us_anchor,TenCate Protective Fabrics,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
65,create,create_us_anchor,Trexon,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
66,create,create_us_anchor,Trillium Engineering,US,14,sof_raw;ausa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, ausa_2025"
67,create,create_us_anchor,Advanced Technology Systems Company,US,13,ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025"
68,create,create_us_anchor,American Rheinmetall Defense,US,13,ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025"
69,create,create_us_anchor,Elbit Systems of America,US,13,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
70,create,create_us_anchor,GE Aerospace,US,13,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
71,create,create_us_anchor,"Persistent Systems, LLC",US,13,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
72,create,create_us_anchor,Silvus Technologies,US,13,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
73,create,create_us_anchor,4C North America,US,12,ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025"
74,create,create_us_anchor,AeroGlow LLC.,US,12,ausa_2025;mdm_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, mdm_2025"
75,create,create_us_anchor,Albers Aerospace,US,12,mdm_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: mdm_2025, afa_2025"
76,create,create_us_anchor,BOH Solutions,US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
77,create,create_us_anchor,"CTG, a Division of Blue Raven Solutions",US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
78,create,create_us_anchor,Enveil,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
79,create,create_us_anchor,"Highland Engineering, Inc",US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
80,create,create_us_anchor,"Hypori, Inc",US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
81,create,create_us_anchor,Mass Virtual,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
82,create,create_us_anchor,Mattermost,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
83,create,create_us_anchor,Maxar,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
84,create,create_us_anchor,Mercury Systems,US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
85,create,create_us_anchor,Metrea,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
86,create,create_us_anchor,OneBrief,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
87,create,create_us_anchor,Palantir Technologies,US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
88,create,create_us_anchor,Parsons,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
89,create,create_us_anchor,Primer AI,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
90,create,create_us_anchor,Raft,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
91,create,create_us_anchor,Recorded Future,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
92,create,create_us_anchor,Rise8,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
93,create,create_us_anchor,SandboxAQ,US,12,sof_raw;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw, afa_2025"
94,create,create_us_anchor,UTS Systems,US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
95,create,create_us_anchor,Vector Solutions,US,12,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
96,create,create_us_anchor,Advanced Technology International,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
97,create,create_us_anchor,Amazon Business,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
98,create,create_us_anchor,Amentum,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
99,create,create_us_anchor,Ansys,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
100,create,create_us_anchor,Applied Intuition,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
101,create,create_us_anchor,ASRC Federal,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
102,create,create_us_anchor,Bren-Tronics,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
103,create,create_us_anchor,CMG Networks,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
104,create,create_us_anchor,"Crystal Group, Inc.",US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
105,create,create_us_anchor,Dataminr,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
106,create,create_us_anchor,Decision Lens,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
107,create,create_us_anchor,Deloitte,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
108,create,create_us_anchor,DroneShield,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
109,create,create_us_anchor,Epirus,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
110,create,create_us_anchor,Govini,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
111,create,create_us_anchor,Guaranteed Rate,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
112,create,create_us_anchor,IT Cadre,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
113,create,create_us_anchor,ITI Engineering,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
114,create,create_us_anchor,MANTECH,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
115,create,create_us_anchor,Marotta Controls,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
116,create,create_us_anchor,Oklahoma Department of Commerce,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
117,create,create_us_anchor,"SRC, Inc.",US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
118,create,create_us_anchor,Ultra I&C,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
119,create,create_us_anchor,USAA,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
120,create,create_us_anchor,Veterans Healthcare,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
121,create,create_us_anchor,Veterans United Home Loans,US,11,ausa_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025, afa_2025"
122,create,create_us_anchor,BeaverFit,US,10,mdm_2025;afa_2025,"new US exhibitor or prime-style anchor for graph expansion; source overlap: mdm_2025, afa_2025"
123,create,create_us_anchor,Boeing Defense Space & Security,US,10,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
124,create,create_us_anchor,Dewey Electronics Corp / INI Power Systems,US,8,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
125,create,create_us_anchor,APEX Space & Defense Systems,US,7,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
126,create,create_us_anchor,Astronics Test Systems Inc,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
127,create,create_us_anchor,Black Signal Technologies,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
128,create,create_us_anchor,Crane Aerospace & Electronics,US,7,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
129,create,create_us_anchor,DOMO Tactical Communications US,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
130,create,create_us_anchor,DRS Defense Solutions,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
131,create,create_us_anchor,Exail Defense Systems Inc,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
132,create,create_us_anchor,Honeywell Aerospace Technologies,US,7,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
133,create,create_us_anchor,Kongsberg Defense & Aerospace,US,7,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
134,create,create_us_anchor,MAG Aerospace,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
135,create,create_us_anchor,Michigan Office of Defense & Aerospace Innovation,US,7,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
136,create,create_us_anchor,Optex Systems Inc (Applied Optics Center),US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
137,create,create_us_anchor,Sigma Defense Systems LLC,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
138,create,create_us_anchor,Theissen Training Systems Inc,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
139,create,create_us_anchor,Tilt Aerospace,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
140,create,create_us_anchor,Ultra Intelligence and Communications,US,7,sof_raw,new US exhibitor or prime-style anchor for graph expansion; source overlap: sof_raw
141,create,create_us_anchor,Airborne Systems,US,6,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
142,create,create_us_anchor,Amphenol Military and Aerospace Operations,US,6,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
143,create,create_us_anchor,"ARKA - Danbury Mission Technologies, LLC",US,6,ausa_2025,new US exhibitor or prime-style anchor for graph expansion; source overlap: ausa_2025
